,roll_diff_mean,pitch_diff_mean,yaw_diff_mean,roll_diff_std,pitch_diff_std,yaw_diff_std,r1_x,r1_y,r1_z,r2_x,r2_y,r2_z,angular_dist_mean,angular_dist_std
S13_W1_ANALYSIS,-1.3936931410390259,-0.08117471153931614,0.771438964981024,0.48094127395471586,0.09801987758658413,0.3240706024169026,0.12749108432587836,-0.00539173395724845,-0.013914286013680178,-0.01736284147476321,0.08080724651897656,-0.04152746394760094,50.15293224823923,16.298064589045477
