,roll_diff_mean,pitch_diff_mean,yaw_diff_mean,roll_diff_std,pitch_diff_std,yaw_diff_std,r1_x,r1_y,r1_z,r2_x,r2_y,r2_z,angular_dist_mean,angular_dist_std
S13_W1_ANALYSIS_aligned,-0.0018762103403266814,-4.271282742986299e-05,-6.83429507476297e-06,0.04356402759168959,0.07036599143787524,0.07788027830588605,0.12749108432587836,-0.00539173395724845,-0.013914286013680178,-0.01736284147476321,0.08080724651897656,-0.04152746394760094,5.6476831563921115,3.2332685512707
